2021-11-21 17:31:44 [-3000]  T[0]  Resurrection Check Turn Left:-9
2021-11-21 17:31:44 [-2700]  T[10]  Resurrection Check Turn Left:1
2021-11-21 17:31:44 [-2400]  T[20]  Resurrection Check Turn Left:11
2021-11-21 18:25:04 [1781]  T[348]  [Thailand]  Stability Category 2 is 9
2021-11-21 18:25:04 [1781]  T[348]  [Thailand]  Stability Category 3 is 0
2021-11-21 18:25:04 [1781]  T[348]  [Thailand]  Stability Category 4 is -4
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability is -17
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability Category 0 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability Category 1 is -12
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability Category 2 is -1
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability Category 3 is -1
2021-11-21 18:27:12 [1784]  T[349]  [Portugal]  Stability Category 4 is -3
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability is 23
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability Category 0 is 1
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability Category 1 is 3
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability Category 2 is 23
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability Category 3 is 0
2021-11-21 18:27:12 [1784]  T[349]  [China]  Stability Category 4 is -4
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability is -2
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability Category 0 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability Category 1 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability Category 2 is -2
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability Category 3 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Japan]  Stability Category 4 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability is -8
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability Category 0 is 1
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability Category 1 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability Category 2 is -6
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability Category 3 is -2
2021-11-21 18:27:12 [1784]  T[349]  [Spain]  Stability Category 4 is -1
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability is 15
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  New Stability Level is 3
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability Category 0 is 3
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability Category 1 is 12
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability Category 2 is 1
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability Category 3 is -1
2021-11-21 18:27:12 [1784]  T[349]  [Russia]  Stability Category 4 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability is 17
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  New Stability Level is 2
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability Category 0 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability Category 1 is 9
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability Category 2 is 8
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability Category 3 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Inca]  Stability Category 4 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability is 9
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability Category 0 is -4
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability Category 1 is 3
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability Category 2 is 11
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability Category 3 is -1
2021-11-21 18:27:12 [1784]  T[349]  [Mughals]  Stability Category 4 is 0
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability is -21
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability Category 0 is -23
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability Category 1 is 3
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability Category 2 is 2
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability Category 3 is -2
2021-11-21 18:27:12 [1784]  T[349]  [Turkey]  Stability Category 4 is -1
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability is -1
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability Category 0 is 1
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability Category 1 is 0
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability Category 2 is -1
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability Category 3 is -1
2021-11-21 18:27:12 [1784]  T[349]  [荷兰]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability is 22
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability Category 0 is 5
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability Category 1 is 21
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability Category 2 is -3
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability Category 3 is -1
2021-11-21 18:27:12 [1787]  T[350]  [England]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability is 13
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability Category 0 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability Category 1 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability Category 2 is 14
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability Category 3 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Mali]  Stability Category 4 is -1
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability is 8
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability Category 0 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability Category 1 is 6
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability Category 2 is 4
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability Category 3 is -2
2021-11-21 18:27:12 [1787]  T[350]  [Germany]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  Resurrection Check Turn Left:341
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability is 11
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability Category 0 is 2
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability Category 1 is 0
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability Category 2 is 10
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability Category 3 is -2
2021-11-21 18:27:12 [1787]  T[350]  [France]  Stability Category 4 is 1
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability is 9
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability Category 0 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability Category 1 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability Category 2 is 9
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability Category 3 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Italy]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability is 19
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability Category 0 is 2
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability Category 1 is 12
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability Category 2 is 5
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability Category 3 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Congo]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability is -2
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability Category 0 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability Category 1 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability Category 2 is 1
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability Category 3 is -1
2021-11-21 18:27:12 [1787]  T[350]  [Austria]  Stability Category 4 is -2
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability is -1
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability Category 0 is 1
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability Category 1 is 0
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability Category 2 is -1
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability Category 3 is -1
2021-11-21 18:27:12 [1787]  T[350]  [荷兰]  Stability Category 4 is 0
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability is 17
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability Category 0 is 5
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability Category 1 is 12
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability Category 2 is 1
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability Category 3 is -1
2021-11-21 18:27:12 [1787]  T[350]  [Russia]  Stability Category 4 is 0
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability is 22
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability Category 0 is 0
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability Category 1 is 3
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability Category 2 is 23
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability Category 3 is 0
2021-11-21 18:27:12 [1790]  T[351]  [China]  Stability Category 4 is -4
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability is 8
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability Category 0 is 0
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability Category 1 is 3
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability Category 2 is 9
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability Category 3 is 0
2021-11-21 18:27:12 [1790]  T[351]  [Thailand]  Stability Category 4 is -4
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability is 3
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability Category 0 is 2
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability Category 1 is 0
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability Category 2 is 5
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability Category 3 is -2
2021-11-21 18:29:20 [1790]  T[351]  [France]  Stability Category 4 is -2
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability is 9
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability Category 0 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability Category 1 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability Category 2 is 9
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability Category 3 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Italy]  Stability Category 4 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability is 19
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability Category 0 is 2
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability Category 1 is 12
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability Category 2 is 5
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability Category 3 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Congo]  Stability Category 4 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability is -20
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability Category 0 is -3
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability Category 1 is -12
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability Category 2 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability Category 3 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Portugal]  Stability Category 4 is -3
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability is 10
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  New Stability Level is 3
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability Category 0 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability Category 1 is 6
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability Category 2 is 4
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability Category 3 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Germany]  Stability Category 4 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability is 0
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  New Stability Level is 2
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability Category 0 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability Category 1 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability Category 2 is 1
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability Category 3 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Austria]  Stability Category 4 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability is 3
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  New Stability Level is 2
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability Category 0 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability Category 1 is 0
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability Category 2 is 5
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability Category 3 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Turkey]  Stability Category 4 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability is -16
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability Category 0 is 1
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability Category 1 is -4
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability Category 2 is -12
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability Category 3 is -1
2021-11-21 18:29:20 [1790]  T[351]  [Spain]  Stability Category 4 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability is 16
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability Category 0 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability Category 1 is 9
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability Category 2 is 7
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability Category 3 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Inca]  Stability Category 4 is 0
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability is 0
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  New Stability Level is 2
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability Category 0 is 1
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability Category 1 is 0
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability Category 2 is 2
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability Category 3 is -1
2021-11-21 18:29:20 [1793]  T[352]  [荷兰]  Stability Category 4 is -2
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability is 5
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability Category 0 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability Category 1 is 3
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability Category 2 is 4
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability Category 3 is -1
2021-11-21 18:29:20 [1793]  T[352]  [Germany]  Stability Category 4 is -1
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability is 2
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability Category 0 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability Category 1 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability Category 2 is 5
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability Category 3 is -2
2021-11-21 18:29:20 [1793]  T[352]  [Turkey]  Stability Category 4 is -1
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability is 1
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability Category 0 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability Category 1 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability Category 2 is 1
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability Category 3 is 0
2021-11-21 18:29:20 [1793]  T[352]  [Austria]  Stability Category 4 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability is -2
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability Category 0 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability Category 1 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability Category 2 is -2
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability Category 3 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Japan]  Stability Category 4 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability is 5
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability Category 0 is 0
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability Category 1 is 3
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability Category 2 is 4
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability Category 3 is -1
2021-11-21 18:29:20 [1796]  T[353]  [Germany]  Stability Category 4 is -1
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability is -3
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability Category 0 is -9
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability Category 1 is -3
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability Category 2 is 10
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability Category 3 is -1
2021-11-21 18:29:20 [1796]  T[353]  [Mughals]  Stability Category 4 is 0
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability is 4
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability Category 0 is 2
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability Category 1 is 0
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability Category 2 is 5
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability Category 3 is -3
2021-11-21 18:31:28 [1796]  T[353]  [France]  Stability Category 4 is 0
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability is 7
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability Category 0 is 0
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability Category 1 is 0
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability Category 2 is 9
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability Category 3 is -1
2021-11-21 18:31:28 [1796]  T[353]  [Italy]  Stability Category 4 is -1
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability is 9
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability Category 0 is 3
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability Category 1 is 6
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability Category 2 is 0
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability Category 3 is 0
2021-11-21 18:31:28 [1796]  T[353]  [Congo]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability is 18
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability Category 0 is 1
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability Category 2 is 20
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [China]  Stability Category 4 is -3
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability is -2
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability Category 2 is -2
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Japan]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability is 23
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability Category 0 is 24
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability Category 1 is 3
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability Category 2 is -2
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability Category 3 is -2
2021-11-21 18:31:28 [1799]  T[354]  [Sweden]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability is -14
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability Category 1 is -4
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability Category 2 is -9
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Spain]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability is -12
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability Category 2 is -13
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability Category 3 is 1
2021-11-21 18:31:28 [1799]  T[354]  [Portugal]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability is 4
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability Category 0 is -7
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability Category 1 is 12
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability Category 2 is 1
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Russia]  Stability Category 4 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability is 7
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability Category 0 is 2
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability Category 1 is 3
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability Category 2 is 4
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Germany]  Stability Category 4 is -1
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability is -21
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability Category 0 is -21
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability Category 2 is 5
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability Category 3 is -3
2021-11-21 18:31:28 [1799]  T[354]  [France]  Stability Category 4 is -2
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability is 8
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability Category 2 is 9
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Italy]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability is 9
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability Category 0 is 3
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability Category 1 is 6
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability Category 2 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Congo]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability is 16
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability Category 1 is 9
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability Category 2 is 7
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Inca]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability is -18
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability Category 2 is -15
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [Turkey]  Stability Category 4 is -2
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability is 1
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability Category 2 is 1
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Austria]  Stability Category 4 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability is 12
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  New Stability Level is 3
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability Category 0 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability Category 1 is 9
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability Category 2 is 9
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability Category 3 is 0
2021-11-21 18:31:28 [1799]  T[354]  [Thailand]  Stability Category 4 is -6
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability is 0
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability Category 0 is 1
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability Category 1 is 0
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability Category 2 is 2
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability Category 3 is -1
2021-11-21 18:31:28 [1799]  T[354]  [荷兰]  Stability Category 4 is -2
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability is -18
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability Category 0 is -20
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability Category 1 is 0
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability Category 2 is 5
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability Category 3 is -3
2021-11-21 18:31:28 [1802]  T[355]  [France]  Stability Category 4 is 0
2021-11-21 18:31:28 [1802]  T[355]  [Italy]  Stability is 10
2021-11-21 18:31:28 [1802]  T[355]  [Italy]  New Stability Level is 3
2021-11-21 18:31:28 [1802]  T[355]  [Italy]  Stability Category 0 is 0
2021-11-21 18:31:28 [1802]  T[355]  [Italy]  Stability Category 1 is 3
2021-11-21 18:31:28 [1802]  T[355]  [Italy]  Stability Category 2 is 9
